Topic,Characteristic,Note,Total
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,201,200590
Commuting duration,  Less than 15 minutes,,64350
Commuting duration,  15 to 29 minutes,,83390
Commuting duration,  30 to 44 minutes,,30100
Commuting duration,  45 to 59 minutes,,9890
Commuting duration,  60 minutes and over,,12860
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,202,200590
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,17645
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,38690
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,45045
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,38500
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,23650
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,37060
Children eligible for instruction in the minority official language,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,203,124585
Children eligible for instruction in the minority official language,  Children eligible for instruction in the minority official language,,8880
Children eligible for instruction in the minority official language,  Children not eligible for instruction in the minority official language,,115705
Eligibility and instruction in the minority official language for school-aged children,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",204,90680
Eligibility and instruction in the minority official language for school-aged children,  Children eligible for instruction in the minority official language,,6820
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada,,4125
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada,,2695
