Topic,Characteristic,Note,Total
Commuting duration,  30 to 44 minutes,,11985
Commuting duration,  45 to 59 minutes,,5055
Commuting duration,  60 minutes and over,,4860
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,202,54320
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,2430
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,6920
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,13250
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,14275
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,10130
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,7315
Children eligible for instruction in the minority official language,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,203,49935
Children eligible for instruction in the minority official language,  Children eligible for instruction in the minority official language,,4710
Children eligible for instruction in the minority official language,  Children not eligible for instruction in the minority official language,,45225
Eligibility and instruction in the minority official language for school-aged children,"Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",204,39840
Eligibility and instruction in the minority official language for school-aged children,  Children eligible for instruction in the minority official language,,3965
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada,,2305
Eligibility and instruction in the minority official language for school-aged children,    Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada,,1665
Eligibility and instruction in the minority official language for school-aged children,  Children not eligible for instruction in the minority official language,,35875
