Topic,Characteristic,Note,Total
Commuting destination,  Commute within census subdivision (CSD) of residence,,13760
Commuting destination,  Commute to a different census subdivision (CSD) within census division (CD) of residence,,15135
Commuting destination,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,,16475
Commuting destination,  Commute to a different province or territory,,105
Main mode of commuting,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,200,55290
Main mode of commuting,"  Car, truck or van",,47930
Main mode of commuting,"    Car, truck or van - as a driver",,43835
Main mode of commuting,"    Car, truck or van - as a passenger",,4090
Main mode of commuting,  Public transit,,4385
Main mode of commuting,  Walked,,1435
Main mode of commuting,  Bicycle,,140
Main mode of commuting,  Other method,,1405
Commuting duration,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,201,55290
Commuting duration,  Less than 15 minutes,,9145
Commuting duration,  15 to 29 minutes,,17865
Commuting duration,  30 to 44 minutes,,16055
Commuting duration,  45 to 59 minutes,,5975
Commuting duration,  60 minutes and over,,6250
Time leaving for work,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,202,55290
Time leaving for work,  Between 5 a.m. and 5:59 a.m.,,2235
Time leaving for work,  Between 6 a.m. and 6:59 a.m.,,6700
Time leaving for work,  Between 7 a.m. and 7:59 a.m.,,11810
Time leaving for work,  Between 8 a.m. and 8:59 a.m.,,13730
Time leaving for work,  Between 9 a.m. and 11:59 a.m.,,13960
Time leaving for work,  Between 12 p.m. and 4:59 a.m.,,6855
Children eligible for instruction in the minority official language,Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data,203,39040
